2018-10-18 07:46:37.731464	https://www.encodeproject.org/report/?type=ReferenceEpigenome&field=accession&field=biosample_term_name&field=related_datasets.assay_term_name&field=description&field=award.project&field=status&field=related_datasets.replicates.library.biosample.organism.scientific_name&field=dbxrefs&field=assay_term_id&field=biosample_type&field=assay_synonyms&field=biosample_term_id&field=biosample_synonyms&limit=all
Accession	Biosample term	Assay Type	Description	Project	Status	Species	External identifiers	Assay term id	Biosample type	Assay synonyms	Biosample term id	Biosample synonyms
ENCSR002JUR	body of pancreas	ChIP-seq,whole-genome shotgun bisulfite sequencing,ATAC-seq,DNase-seq,microRNA-seq	Reference Epigenome of pancreas (37 year old male)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,ATAC-seq assay,microRNA profiling by high throughput sequencing assay,DNase-seq,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,shotgun bisulfite-seq assay	UBERON:0001150	pancreatic body,pancreas body
ENCSR127KVK	adrenal gland	ChIP-seq,whole-genome shotgun bisulfite sequencing,microRNA-seq,ATAC-seq,RNA-seq,DNase-seq,microRNA counts	Reference Epigenome of adrenal gland (54 year old male)	ENCODE	released	Homo sapiens		OBI:0002039,OBI:0000716,OBI:0001863,OBI:0001922,OBI:0001853,OBI:0001271,OBI:0002142	tissue	miRNA-seq,ChIP-seq assay,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,assay for transposase-accessible chromatin using sequencing,microRNA-seq,WGSBS,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,whole-genome shotgun bisulfite sequencing,microRNA profiling by high throughput sequencing assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,microRNA counts,shotgun bisulfite-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,ATAC-seq,transcription profiling by high throughput sequencing,Nanostring nCounter miRNA expression assay	UBERON:0002369	glandula suprarenalis,glandula adrenalis
ENCSR127YEN	bronchial epithelial cell	ChIP-seq,RRBS,RNA-seq,DNase-seq	Reference epigenome for bronchial epithelial cell	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001862,OBI:0001853,OBI:0001271	primary cell	RRBS,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,RRBS assay,transcription profiling by high throughput sequencing,reduced representation bisulfite sequencing assay	CL:0002328	
ENCSR320BIN	body of pancreas	ChIP-seq,whole-genome shotgun bisulfite sequencing,ATAC-seq,DNase-seq,microRNA-seq	Reference Epigenome of pancreas (54 year old male)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,ATAC-seq assay,microRNA profiling by high throughput sequencing assay,DNase-seq,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,shotgun bisulfite-seq assay	UBERON:0001150	pancreatic body,pancreas body
ENCSR825UNV	cardiac muscle cell	RNA-seq,ChIP-seq,DNase-seq	Reference epigenome for cardiac muscle cell	ENCODE	released	Homo sapiens	IHEC:IHECRE00003711.1	OBI:0000716,OBI:0001853,OBI:0001271	in vitro differentiated cells	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,transcription profiling by high throughput sequencing	CL:0000746	cardiac muscle cell (sensu Arthopoda),cardiac myocyte,cardiomyocyte,cardiocyte,cardiac muscle fiber,heart muscle cell
ENCSR209IBA	adrenal gland	ChIP-seq,microRNA-seq,ATAC-seq,RNA-seq,DNase-seq,microRNA counts	Reference Epigenome of adrenal gland (37 year old male)	ENCODE	released	Homo sapiens		OBI:0002039,OBI:0000716,OBI:0001922,OBI:0001853,OBI:0001271,OBI:0002142	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,microRNA-seq,DNase-seq assay,ATAC-seq assay,DNase I hypersensitive sites sequencing assay,microRNA profiling by high throughput sequencing assay,RNA-seq assay,DNase-seq,ATAC-seq,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,Nanostring nCounter miRNA expression assay,microRNA counts	UBERON:0002369	glandula suprarenalis,glandula adrenalis
ENCSR069QGS	vagina	ChIP-seq,RNA-seq,microRNA-seq,DNase-seq	Reference epigenome for vagina (53 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001271,OBI:0001922	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,microRNA-seq,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,DNase-seq,transcription profiling by high throughput sequencing	UBERON:0000996	Entire vagina,distal portion of oviduct,distal oviductal region,vaginae
ENCSR137TAV	thoracic aorta	ChIP-seq,RNA-seq	Reference Epigenome of aorta (37 year old male)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001271	tissue	ChIP-seq assay,RNA-seq assay,transcription profiling by high throughput sequencing,chromatin immunoprecipitation sequencing assay	UBERON:0001515	thoracic part of aorta,pars thoracica aortae,Entire thoracic aorta,aorta thoracica,aorta thoracalis
ENCSR172GTQ	thyroid gland	whole-genome shotgun bisulfite sequencing,ChIP-seq,RNA-seq,DNase-seq,microRNA-seq	Reference Epigenome of thyroid gland (37 year old male)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001271,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0002046	Entire thyroid gland,glandula thyroidea,thyroid
ENCSR233CXK	sigmoid colon	ChIP-seq,RNA-seq,ATAC-seq	Reference epigenome for sigmoid colon (53 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001271,OBI:0002039	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,ATAC-seq assay,RNA-seq assay,ATAC-seq,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing	UBERON:0001159	colon sigmoideum,sigmoid flexure,pelvic colon,Entire sigmoid colon,sigmoid colon
ENCSR386FAC	limb	ChIP-seq,whole-genome shotgun bisulfite sequencing,microRNA-seq,RNA-seq	Reference epigenome for mouse limb (embryonic 10.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00003703.1	OBI:0000716,OBI:0001271,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,RNA-seq assay,microRNA profiling by high throughput sequencing assay,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0002101	flipper,tetrapod limb,extremities,pentadactyl limb,extremity,free limb,Entire limb,limb sensu Vertebrata,limb sensu vertebrata
ENCSR597HBM	gastroesophageal sphincter	ChIP-seq,RNA-seq,ATAC-seq	Reference epigenome for gastroesophageal sphincter (53 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001271,OBI:0002039	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,ATAC-seq assay,RNA-seq assay,ATAC-seq,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing	UBERON:0004550	inferior esophageal sphincter,gastroesophageal sphincter,cardiac sphincter,gastroesophageal sphincter muscle
ENCSR301HQS	tibial nerve	ChIP-seq,whole-genome shotgun bisulfite sequencing,RNA-seq,DNase-seq	Reference epigenome for tibial nerve (53 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001271,OBI:0001863	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0001323	medial popliteal nerve
ENCSR240QRJ	mid-neurogenesis radial glial cells	ChIP-seq	Reference epigenome of mid-neurogenesis radial glial cell	ENCODE	released	Homo sapiens		OBI:0000716	in vitro differentiated cells	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	NTR:0003830	
ENCSR938GXK	H1-hESC	microRNA-seq,ChIP-seq,MRE-seq,DNase-seq,RNA-seq,RRBS,whole-genome shotgun bisulfite sequencing,MeDIP-seq	REMC Epigenome (Class 1) for H1 Cells using donors/samples:56; 68; 69; 27276; 27277; 35081; 35082; 35083; CDI-01; H1-02; H1-04; H1-05; H1-06; H1-07; H1-09; H1-10; H1-12; H1-13; hESC-01; HS0995; HS0998-1; HS1032-1; HS1345-1; HS1346-1; HS1347-1	Roadmap	released	Homo sapiens	IHEC:IHECRE00001050.1	OBI:0000716,OBI:0001862,OBI:0001863,OBI:0001922,OBI:0000693,OBI:0001853,OBI:0001271,OBI:0001861	stem cell	miRNA-seq,ChIP-seq assay,whole genome bisulfite sequencing,RNA-seq assay,MRE-seq,reduced representation bisulfite sequencing assay,RRBS,methylation-sensitive restriction enzyme sequencing assay,microRNA-seq,WGSBS,RRBS assay,Methylated DNA immunoprecipitation sequencing assay,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,whole-genome shotgun bisulfite sequencing,microRNA profiling by high throughput sequencing assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,shotgun bisulfite-seq assay,reduced representation bisulfite-seq,DNase-seq assay,DNase I hypersensitive sites sequencing assay,MeDIP-seq assay,MRE-seq assay,transcription profiling by high throughput sequencing	EFO:0003042	H1
ENCSR657DQN	tibial artery	ChIP-seq,DNase-seq	Reference epigenome for tibial artery (53 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853	tissue	ChIP-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq assay,DNase-seq,chromatin immunoprecipitation sequencing assay	UBERON:0007610	
ENCSR738IWZ	cerebellum	RNA-seq,ChIP-seq,DNase-seq	Reference Epigenome for mouse cerebellum (adult, 8 weeks old)	ENCODE	released	Mus musculus	IHEC:IHECRE00001827.1	OBI:0001271,OBI:0001853,OBI:0000716	tissue	ChIP-seq assay,transcription profiling by high throughput sequencing,RNA-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq assay,chromatin immunoprecipitation sequencing assay,DNase-seq	UBERON:0002037	Entire cerebellum,epencephalon-1
ENCSR843WOW	thoracic aorta	DNase-seq,ATAC-seq,ChIP-seq,RNA-seq	Reference Epigenome of aorta (54 year old male)	ENCODE	released	Homo sapiens		OBI:0001853,OBI:0000716,OBI:0001271,OBI:0002039	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,ATAC-seq assay,DNase-seq,ATAC-seq,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing	UBERON:0001515	thoracic part of aorta,pars thoracica aortae,Entire thoracic aorta,aorta thoracica,aorta thoracalis
ENCSR606SSE	esophagus squamous epithelium	ChIP-seq,RNA-seq	Reference epigenome for esophagus squamous epithelium (53 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001271	tissue	ChIP-seq assay,RNA-seq assay,transcription profiling by high throughput sequencing,chromatin immunoprecipitation sequencing assay	UBERON:0006920	
ENCSR340GAZ	body of pancreas	ChIP-seq,RNA-seq,DNase-seq,ATAC-seq	Reference epigenome for body of pancreas (53 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001271,OBI:0002039	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,ATAC-seq assay,DNase-seq,ATAC-seq,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing	UBERON:0001150	pancreatic body,pancreas body
ENCSR233BWC	small intestine	RNA-seq,ChIP-seq	Reference Epigenome for mouse small intestine (adult, 8 weeks)	ENCODE	released	Mus musculus	IHEC:IHECRE00001787.1	OBI:0001271,OBI:0000716	tissue	ChIP-seq assay,transcription profiling by high throughput sequencing,chromatin immunoprecipitation sequencing assay,RNA-seq assay	UBERON:0002108	anterior intestine,intestinum tenue,Entire small intestine,small bowel,small intestine,mid intestine
ENCSR300AUZ	GM23248	RNA-seq,ChIP-seq,DNase-seq,whole-genome shotgun bisulfite sequencing,microRNA-seq,microRNA counts	Reference Epigenome of fibroblast of arm	ENCODE	released	Homo sapiens	IHEC:IHECRE00001854.1	OBI:0000716,OBI:0001863,OBI:0001922,OBI:0001853,OBI:0001271,OBI:0002142	cell line	microRNA counts,miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,Nanostring nCounter miRNA expression assay,shotgun bisulfite-seq assay	EFO:0005723	GM23248 cell
ENCSR224DKG	adrenal gland	ChIP-seq,whole-genome shotgun bisulfite sequencing,RNA-seq,DNase-seq	Reference Epigenome for adrenal gland (53 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001271,OBI:0001863	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0002369	glandula suprarenalis,glandula adrenalis
ENCSR296YDZ	forebrain	ATAC-seq,microRNA-seq,ChIP-seq,whole-genome shotgun bisulfite sequencing,RNA-seq	Reference epigenome for mouse forebrain (embryonic 12.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001795.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0001890	Entire prosencephalon,prosencephalon
ENCSR854HXZ	liver	RNA-seq,ChIP-seq,DNase-seq	Reference Epigenome for mouse liver (adult, 8 weeks)	ENCODE	released	Mus musculus	IHEC:IHECRE00001840.1	OBI:0001271,OBI:0001853,OBI:0000716	tissue	ChIP-seq assay,transcription profiling by high throughput sequencing,RNA-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq assay,chromatin immunoprecipitation sequencing assay,DNase-seq	UBERON:0002107	iecur,jecur,Entire liver
ENCSR607TSZ	kidney	RNA-seq,ChIP-seq,DNase-seq	Reference Epigenome for mouse kidney (adult, 8 weeks)	ENCODE	released	Mus musculus	IHEC:IHECRE00001819.1	OBI:0001271,OBI:0001853,OBI:0000716	tissue	ChIP-seq assay,transcription profiling by high throughput sequencing,RNA-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq assay,chromatin immunoprecipitation sequencing assay,DNase-seq	UBERON:0002113	Entire kidney,reniculate kidney
ENCSR205YGI	brain	ChIP-seq,DNase-seq,RNA-seq	Reference Epigenome for mouse brain (embryonic, 14.5 days)	ENCODE	released	Mus musculus	IHEC:IHECRE00001783.1	OBI:0001271,OBI:0001853,OBI:0000716	tissue	ChIP-seq assay,transcription profiling by high throughput sequencing,RNA-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq assay,chromatin immunoprecipitation sequencing assay,DNase-seq	UBERON:0000955	synganglion,encephalon,Entire brain
ENCSR705YBY	limb	ChIP-seq,ATAC-seq,whole-genome shotgun bisulfite sequencing,DNase-seq,RNA-seq,microRNA-seq	Reference Epigenome for mouse limb (embryonic 14.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001825.1	OBI:0000716,OBI:0001271,OBI:0001853,OBI:0002039,OBI:0001922,OBI:0001863	tissue	ChIP-seq assay,ATAC-seq,transcription profiling by high throughput sequencing,RNA-seq assay,microRNA-seq,miRNA-seq,assay for transposase-accessible chromatin using sequencing,ATAC-seq assay,microRNA profiling by high throughput sequencing assay,DNase I hypersensitive sites sequencing assay,Shotgun bisulfite sequencing,microRNA-seq assay,whole-genome shotgun bisulfite sequencing,whole genome bisulfite sequencing,DNase-seq assay,chromatin immunoprecipitation sequencing assay,WGSBS,DNase-seq,WGBS,shotgun bisulfite-seq assay	UBERON:0002101	free limb,extremities,extremity,tetrapod limb,Entire limb,flipper,limb sensu Vertebrata,limb sensu vertebrata,pentadactyl limb
ENCSR902FHL	spleen	RNA-seq,ChIP-seq,DNase-seq	Reference Epigenome for mouse spleen (adult, 8 weeks)	ENCODE	released	Mus musculus	IHEC:IHECRE00001846.1	OBI:0001271,OBI:0001853,OBI:0000716	tissue	ChIP-seq assay,transcription profiling by high throughput sequencing,RNA-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq assay,chromatin immunoprecipitation sequencing assay,DNase-seq	UBERON:0002106	Entire spleen,lien
ENCSR477LDX	neural cell	ChIP-seq,RNA-seq	Reference epigenome of neural cell	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001271	in vitro differentiated cells	ChIP-seq assay,RNA-seq assay,transcription profiling by high throughput sequencing,chromatin immunoprecipitation sequencing assay	CL:0002319	
ENCSR108YWO	gastrocnemius medialis	ChIP-seq,RNA-seq,ATAC-seq	Reference epigenome for gastrocnemius medialis (53 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001271,OBI:0002039	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,ATAC-seq assay,RNA-seq assay,ATAC-seq,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing	UBERON:0011907	caput mediale musculus gastrocnemii,caput mediale (musculus gastrocnemius),medial head of gastrocnemius,medial head of gastrocnemius muscle
